1,Telecom,1.1,Initial Project under Telecom,1.1.1,First Module in Initial Project under Telecom,1.1.1.1,Error 1 of First Module In Initial Project under Telecom,No Mitigation yet :(,No links yet ,User1,False,null,null
1,Telecom,1.1,Initial Project under Telecom,1.1.4,Fourth Module in Initial Project under Telecom,1.1.4.1,Error 1 of Fourth Module In Initial Project under Telecom,No Mitigation yet :(,No links yet ,User1,False,null,null
1,Telecom,1.2,Secondary Project under Telecom,1.2.4,Fourth Module in Secondary Project under Telecom,1.2.4.1,Error 1 of Fourth Module In Secondary Project under Telecom,No Mitigation yet :(,No links yet ,User2,False,null,null
1,Telecom,1.3,Final Project under Telecom,1.3.4,Fourth Module in Final Project under Telecom,1.3.4.1,Error 1 of Fourth Module In Final Project under Telecom,No Mitigation yet :(,No links yet ,User3,False,null,null
2,CITI APAC,2.1,Initial Project under CITI APAC,2.1.4,Fourth Module in Initial Project under CITI APAC,2.1.4.1,Error 1 of Fourth Module In Initial Project under CITI APAC,No Mitigation yet :(,No links yet ,User1,False,null,null
2,CITI APAC,2.2,Secondary Project under CITI APAC,2.2.4,Fourth Module in Secondary Project under CITI APAC,2.2.4.1,Error 1 of Fourth Module In Secondary Project under CITI APAC,No Mitigation yet :(,No links yet ,User2,True,User7,User1;User6
2,CITI APAC,2.3,Final Project under CITI APAC,2.3.4,Fourth Module in Final Project under CITI APAC,2.3.4.1,Error 1 of Fourth Module In Final Project under CITI APAC,No Mitigation yet :(,No links yet ,User3,False,null,null
3,CITI Mexico,3.1,Initial Project under CITI Mexico,3.1.4,Fourth Module in Initial Project under CITI Mexico,3.1.4.1,Error 1 of Fourth Module In Initial Project under CITI Mexico,No Mitigation yet :(,No links yet ,User1,False,null,null
3,CITI Mexico,3.2,Secondary Project under CITI Mexico,3.2.4,Fourth Module in Secondary Project under CITI Mexico,3.2.4.1,Error 1 of Fourth Module In Secondary Project under CITI Mexico,No Mitigation yet :(,No links yet ,User2,False,null,null
3,CITI Mexico,3.3,Final Project under CITI Mexico,3.3.4,Fourth Module in Final Project under CITI Mexico,3.3.4.1,Error 1 of Fourth Module In Final Project under CITI Mexico,No Mitigation yet :(,No links yet ,User3,False,null,null
4,SAMBA Europe,4.1,Initial Project under SAMBA Europe,4.1.4,Fourth Module in Initial Project under SAMBA Europe,4.1.4.1,Error 1 of Fourth Module In Initial Project under SAMBA Europe,No Mitigation yet :(,No links yet ,User1,True,User6,User1;User7
4,SAMBA Europe,4.2,Secondary Project under SAMBA Europe,4.2.4,Fourth Module in Secondary Project under SAMBA Europe,4.2.4.1,Error 1 of Fourth Module In Secondary Project under SAMBA Europe,No Mitigation yet :(,No links yet ,User2,False,null,null
4,SAMBA Europe,4.3,Final Project under SAMBA Europe,4.3.4,Fourth Module in Final Project under SAMBA Europe,4.3.4.1,Error 1 of Fourth Module In Final Project under SAMBA Europe,No Mitigation yet :(,No links yet ,User3,False,null,null
5,Middle East,5.1,Initial Project under Middle East,5.1.4,Fourth Module in Initial Project under Middle East,5.1.4.1,Error 1 of Fourth Module In Initial Project under Middle East,No Mitigation yet :(,No links yet ,User1,False,null,null
5,Middle East,5.2,Secondary Project under Middle East,5.2.4,Fourth Module in Secondary Project under Middle East,5.2.4.1,Error 1 of Fourth Module In Secondary Project under Middle East,No Mitigation yet :(,No links yet ,User2,False,null,null
5,Middle East,5.3,Final Project under Middle East,5.3.4,Fourth Module in Final Project under Middle East,5.3.4.1,Error 1 of Fourth Module In Final Project under Middle East,No Mitigation yet :(,No links yet ,User3,True,User5,null
6,SCB,6.1,Initial Project under SCB,6.1.4,Fourth Module in Initial Project under SCB,6.1.4.1,Error 1 of Fourth Module In Initial Project under SCB,No Mitigation yet :(,No links yet ,User1,False,null,null
6,SCB,6.2,Secondary Project under SCB,6.2.4,Fourth Module in Secondary Project under SCB,6.2.4.1,Error 1 of Fourth Module In Secondary Project under SCB,No Mitigation yet :(,No links yet ,User2,False,null,null
6,SCB,6.3,Final Project under SCB,6.3.4,Fourth Module in Final Project under SCB,6.3.4.1,Error 1 of Fourth Module In Final Project under SCB,No Mitigation yet :(,No links yet ,User3,False,null,null
7,Delivery,7.1,Initial Project under Delivery,7.1.4,Fourth Module in Initial Project under Delivery,7.1.4.1,Error 1 of Fourth Module In Initial Project under Delivery,No Mitigation yet :(,No links yet ,User1,False,null,null
7,Delivery,7.2,Secondary Project under Delivery,7.2.4,Fourth Module in Secondary Project under Delivery,7.2.4.1,Error 1 of Fourth Module In Secondary Project under Delivery,No Mitigation yet :(,No links yet ,User2,False,null,null
7,Delivery,7.3,Final Project under Delivery,7.3.4,Fourth Module in Final Project under Delivery,7.3.4.1,Error 1 of Fourth Module In Final Project under Delivery,No Mitigation yet :(,No links yet ,User3,False,null,null
14,T24,14.1,Initial Project under T24,14.1.4,Fourth Module in Initial Project under T24,14.1.4.1,Error 1 of Fourth Module In Initial Project under T24,No Mitigation yet :(,No links yet ,User1,False,null,null
14,T24,14.2,Secondary Project under T24,14.2.4,Fourth Module in Secondary Project under T24,14.2.4.1,Error 1 of Fourth Module In Secondary Project under T24,No Mitigation yet :(,No links yet ,User2,True,User8,User1;User7
14,T24,14.3,Final Project under T24,14.3.4,Fourth Module in Final Project under T24,14.3.4.1,Error 1 of Fourth Module In Final Project under T24,No Mitigation yet :(,No links yet ,User3,False,null,null
1,Telecom,1.1,Initial Project under Telecom,1.1.5,Fifth Module in Initial Project under Telecom,1.1.5.1,Error 1 of Fifth Module In Initial Project under Telecom,No Mitigation yet :(,No links yet ,User1,False,null,null
1,Telecom,1.2,Secondary Project under Telecom,1.2.5,Fifth Module in Secondary Project under Telecom,1.2.5.1,Error 1 of Fifth Module In Secondary Project under Telecom,No Mitigation yet :(,No links yet ,User2,False,null,null
1,Telecom,1.3,Final Project under Telecom,1.3.5,Fifth Module in Final Project under Telecom,1.3.5.1,Error 1 of Fifth Module In Final Project under Telecom,No Mitigation yet :(,No links yet ,User3,False,null,null
2,CITI APAC,2.1,Initial Project under CITI APAC,2.1.5,Fifth Module in Initial Project under CITI APAC,2.1.5.1,Error 1 of Fifth Module In Initial Project under CITI APAC,No Mitigation yet :(,No links yet ,User1,True,User7,User1;User8
2,CITI APAC,2.2,Secondary Project under CITI APAC,2.2.5,Fifth Module in Secondary Project under CITI APAC,2.2.5.1,Error 1 of Fifth Module In Secondary Project under CITI APAC,No Mitigation yet :(,No links yet ,User2,False,null,null
2,CITI APAC,2.3,Final Project under CITI APAC,2.3.5,Fifth Module in Final Project under CITI APAC,2.3.5.1,Error 1 of Fifth Module In Final Project under CITI APAC,No Mitigation yet :(,No links yet ,User3,False,null,null
3,CITI Mexico,3.1,Initial Project under CITI Mexico,3.1.5,Fifth Module in Initial Project under CITI Mexico,3.1.5.1,Error 1 of Fifth Module In Initial Project under CITI Mexico,No Mitigation yet :(,No links yet ,User1,False,null,null
3,CITI Mexico,3.2,Secondary Project under CITI Mexico,3.2.5,Fifth Module in Secondary Project under CITI Mexico,3.2.5.1,Error 1 of Fifth Module In Secondary Project under CITI Mexico,No Mitigation yet :(,No links yet ,User2,False,null,null
3,CITI Mexico,3.3,Final Project under CITI Mexico,3.3.5,Fifth Module in Final Project under CITI Mexico,3.3.5.1,Error 1 of Fifth Module In Final Project under CITI Mexico,No Mitigation yet :(,No links yet ,User3,True,User6,null
4,SAMBA Europe,4.1,Initial Project under SAMBA Europe,4.1.5,Fifth Module in Initial Project under SAMBA Europe,4.1.5.1,Error 1 of Fifth Module In Initial Project under SAMBA Europe,No Mitigation yet :(,No links yet ,User1,False,null,null
4,SAMBA Europe,4.2,Secondary Project under SAMBA Europe,4.2.5,Fifth Module in Secondary Project under SAMBA Europe,4.2.5.1,Error 1 of Fifth Module In Secondary Project under SAMBA Europe,No Mitigation yet :(,No links yet ,User2,False,null,null
4,SAMBA Europe,4.3,Final Project under SAMBA Europe,4.3.5,Fifth Module in Final Project under SAMBA Europe,4.3.5.1,Error 1 of Fifth Module In Final Project under SAMBA Europe,No Mitigation yet :(,No links yet ,User3,False,null,null
5,Middle East,5.1,Initial Project under Middle East,5.1.5,Fifth Module in Initial Project under Middle East,5.1.5.1,Error 1 of Fifth Module In Initial Project under Middle East,No Mitigation yet :(,No links yet ,User1,False,null,null
5,Middle East,5.2,Secondary Project under Middle East,5.2.5,Fifth Module in Secondary Project under Middle East,5.2.5.1,Error 1 of Fifth Module In Secondary Project under Middle East,No Mitigation yet :(,No links yet ,User2,False,null,null
5,Middle East,5.3,Final Project under Middle East,5.3.5,Fifth Module in Final Project under Middle East,5.3.5.1,Error 1 of Fifth Module In Final Project under Middle East,No Mitigation yet :(,No links yet ,User3,False,null,null
6,SCB,6.1,Initial Project under SCB,6.1.5,Fifth Module in Initial Project under SCB,6.1.5.1,Error 1 of Fifth Module In Initial Project under SCB,No Mitigation yet :(,No links yet ,User1,False,null,null
6,SCB,6.2,Secondary Project under SCB,6.2.5,Fifth Module in Secondary Project under SCB,6.2.5.1,Error 1 of Fifth Module In Secondary Project under SCB,No Mitigation yet :(,No links yet ,User2,True,User9,User1;User8
6,SCB,6.3,Final Project under SCB,6.3.5,Fifth Module in Final Project under SCB,6.3.5.1,Error 1 of Fifth Module In Final Project under SCB,No Mitigation yet :(,No links yet ,User3,False,null,null
7,Delivery,7.1,Initial Project under Delivery,7.1.5,Fifth Module in Initial Project under Delivery,7.1.5.1,Error 1 of Fifth Module In Initial Project under Delivery,No Mitigation yet :(,No links yet ,User1,False,null,null
7,Delivery,7.2,Secondary Project under Delivery,7.2.5,Fifth Module in Secondary Project under Delivery,7.2.5.1,Error 1 of Fifth Module In Secondary Project under Delivery,No Mitigation yet :(,No links yet ,User2,False,null,null
7,Delivery,7.3,Final Project under Delivery,7.3.5,Fifth Module in Final Project under Delivery,7.3.5.1,Error 1 of Fifth Module In Final Project under Delivery,No Mitigation yet :(,No links yet ,User3,False,null,null
14,T24,14.1,Initial Project under T24,14.1.5,Fifth Module in Initial Project under T24,14.1.5.1,Error 1 of Fifth Module In Initial Project under T24,No Mitigation yet :(,No links yet ,User1,True,User8,User1;User9
14,T24,14.2,Secondary Project under T24,14.2.5,Fifth Module in Secondary Project under T24,14.2.5.1,Error 1 of Fifth Module In Secondary Project under T24,No Mitigation yet :(,No links yet ,User2,False,null,null
14,T24,14.3,Final Project under T24,14.3.5,Fifth Module in Final Project under T24,14.3.5.1,Error 1 of Fifth Module In Final Project under T24,No Mitigation yet :(,No links yet ,User3,False,null,null
1,Telecom,1.1,Initial Project under Telecom,1.1.6,Sixth Module in Initial Project under Telecom,1.1.6.1,Error 1 of Sixth Module In Initial Project under Telecom,No Mitigation yet :(,No links yet ,User1,False,null,null
1,Telecom,1.2,Secondary Project under Telecom,1.2.6,Sixth Module in Secondary Project under Telecom,1.2.6.1,Error 1 of Sixth Module In Secondary Project under Telecom,No Mitigation yet :(,No links yet ,User2,False,null,null
1,Telecom,1.3,Final Project under Telecom,1.3.6,Sixth Module in Final Project under Telecom,1.3.6.1,Error 1 of Sixth Module In Final Project under Telecom,No Mitigation yet :(,No links yet ,User3,True,User7,null
2,CITI APAC,2.1,Initial Project under CITI APAC,2.1.6,Sixth Module in Initial Project under CITI APAC,2.1.6.1,Error 1 of Sixth Module In Initial Project under CITI APAC,No Mitigation yet :(,No links yet ,User1,False,null,null
2,CITI APAC,2.2,Secondary Project under CITI APAC,2.2.6,Sixth Module in Secondary Project under CITI APAC,2.2.6.1,Error 1 of Sixth Module In Secondary Project under CITI APAC,No Mitigation yet :(,No links yet ,User2,False,null,null
2,CITI APAC,2.3,Final Project under CITI APAC,2.3.6,Sixth Module in Final Project under CITI APAC,2.3.6.1,Error 1 of Sixth Module In Final Project under CITI APAC,No Mitigation yet :(,No links yet ,User3,False,null,null
3,CITI Mexico,3.1,Initial Project under CITI Mexico,3.1.6,Sixth Module in Initial Project under CITI Mexico,3.1.6.1,Error 1 of Sixth Module In Initial Project under CITI Mexico,No Mitigation yet :(,No links yet ,User1,False,null,null
3,CITI Mexico,3.2,Secondary Project under CITI Mexico,3.2.6,Sixth Module in Secondary Project under CITI Mexico,3.2.6.1,Error 1 of Sixth Module In Secondary Project under CITI Mexico,No Mitigation yet :(,No links yet ,User2,False,null,null
3,CITI Mexico,3.3,Final Project under CITI Mexico,3.3.6,Sixth Module in Final Project under CITI Mexico,3.3.6.1,Error 1 of Sixth Module In Final Project under CITI Mexico,No Mitigation yet :(,No links yet ,User3,False,null,null
4,SAMBA Europe,4.1,Initial Project under SAMBA Europe,4.1.6,Sixth Module in Initial Project under SAMBA Europe,4.1.6.1,Error 1 of Sixth Module In Initial Project under SAMBA Europe,No Mitigation yet :(,No links yet ,User1,False,null,null
4,SAMBA Europe,4.2,Secondary Project under SAMBA Europe,4.2.6,Sixth Module in Secondary Project under SAMBA Europe,4.2.6.1,Error 1 of Sixth Module In Secondary Project under SAMBA Europe,No Mitigation yet :(,No links yet ,User2,True,User10,User1;User9
4,SAMBA Europe,4.3,Final Project under SAMBA Europe,4.3.6,Sixth Module in Final Project under SAMBA Europe,4.3.6.1,Error 1 of Sixth Module In Final Project under SAMBA Europe,No Mitigation yet :(,No links yet ,User3,False,null,null
5,Middle East,5.1,Initial Project under Middle East,5.1.6,Sixth Module in Initial Project under Middle East,5.1.6.1,Error 1 of Sixth Module In Initial Project under Middle East,No Mitigation yet :(,No links yet ,User1,False,null,null
5,Middle East,5.2,Secondary Project under Middle East,5.2.6,Sixth Module in Secondary Project under Middle East,5.2.6.1,Error 1 of Sixth Module In Secondary Project under Middle East,No Mitigation yet :(,No links yet ,User2,False,null,null
5,Middle East,5.3,Final Project under Middle East,5.3.6,Sixth Module in Final Project under Middle East,5.3.6.1,Error 1 of Sixth Module In Final Project under Middle East,No Mitigation yet :(,No links yet ,User3,False,null,null
6,SCB,6.1,Initial Project under SCB,6.1.6,Sixth Module in Initial Project under SCB,6.1.6.1,Error 1 of Sixth Module In Initial Project under SCB,No Mitigation yet :(,No links yet ,User1,True,User9,User1;User10
6,SCB,6.2,Secondary Project under SCB,6.2.6,Sixth Module in Secondary Project under SCB,6.2.6.1,Error 1 of Sixth Module In Secondary Project under SCB,No Mitigation yet :(,No links yet ,User2,False,null,null
6,SCB,6.3,Final Project under SCB,6.3.6,Sixth Module in Final Project under SCB,6.3.6.1,Error 1 of Sixth Module In Final Project under SCB,No Mitigation yet :(,No links yet ,User3,False,null,null
7,Delivery,7.1,Initial Project under Delivery,7.1.6,Sixth Module in Initial Project under Delivery,7.1.6.1,Error 1 of Sixth Module In Initial Project under Delivery,No Mitigation yet :(,No links yet ,User1,False,null,null
7,Delivery,7.2,Secondary Project under Delivery,7.2.6,Sixth Module in Secondary Project under Delivery,7.2.6.1,Error 1 of Sixth Module In Secondary Project under Delivery,No Mitigation yet :(,No links yet ,User2,False,null,null
7,Delivery,7.3,Final Project under Delivery,7.3.6,Sixth Module in Final Project under Delivery,7.3.6.1,Error 1 of Sixth Module In Final Project under Delivery,No Mitigation yet :(,No links yet ,User3,True,User8,null
14,T24,14.1,Initial Project under T24,14.1.6,Sixth Module in Initial Project under T24,14.1.6.1,Error 1 of Sixth Module In Initial Project under T24,No Mitigation yet :(,No links yet ,User1,False,null,null
14,T24,14.2,Secondary Project under T24,14.2.6,Sixth Module in Secondary Project under T24,14.2.6.1,Error 1 of Sixth Module In Secondary Project under T24,No Mitigation yet :(,No links yet ,User2,False,null,null
14,T24,14.3,Final Project under T24,14.3.6,Sixth Module in Final Project under T24,14.3.6.1,Error 1 of Sixth Module In Final Project under T24,No Mitigation yet :(,No links yet ,User3,False,null,null
